model_region,activity,nutrient,value
AT22,ROOF,N,159.004590787157
AT22,ROOF,P2O5,79.5022953935783
AT22,ROOF,K2O,280.0
AT22,OFAR,N,121.131596787364
AT22,OFAR,P2O5,32.4791455810536
AT22,OFAR,K2O,69.5981691022577
AT22,GRAE,N,56.8285754404043
AT22,GRAE,P2O5,20.6467396283813
AT22,GRAE,K2O,48.1757257995565
AT22,GRAI,N,132.600009360943
AT22,GRAI,P2O5,48.1757257995565
AT22,GRAI,K2O,112.410026865632
AT22,PULS,N,131.992450843325
AT22,PULS,P2O5,38.6319368321928
AT22,PULS,K2O,45.0705929708916
AT22,POTA,N,130.498277636437
AT22,POTA,P2O5,52.1993110545746
AT22,POTA,K2O,223.711333091034
AT22,SUGB,N,294.250482336403
AT22,SUGB,P2O5,163.472490186891
AT22,SUGB,K2O,280.0
AT22,TEXT,N,21.6351701573834
AT22,TEXT,P2O5,57.6937870863557
AT22,TEXT,K2O,108.175850786917
AT22,TOBA,N,184.700043074887
AT22,TOBA,P2O5,24.626672409985
AT22,TOBA,K2O,277.050064612331
AT22,TOMA,N,400.0
AT22,TOMA,P2O5,283.397796599443
AT22,TOMA,K2O,242.912397085237
AT22,OVEG,N,147.11395532186
AT22,OVEG,P2O5,51.4898843626511
AT22,OVEG,K2O,44.1341865965581
AT22,APPL,N,72.9541222476685
AT22,APPL,P2O5,19.8965787948187
AT22,APPL,K2O,106.1150869057
AT22,OFRU,N,86.8439996409987
AT22,OFRU,P2O5,17.3687999281997
AT22,OFRU,K2O,73.8173996948489
AT22,TWIN,N,21.5875910643318
AT22,TWIN,P2O5,15.0
AT22,TWIN,K2O,35.2218591049624
AT22,GRAS,N,94.7142924007314
AT22,GRAS,P2O5,34.4112327139898
AT22,GRAS,K2O,80.2928763326429
AT22,GROF,N,49.3669415970674
AT22,GROF,P2O5,21.1064543531865
AT22,GROF,K2O,35.8372689115168
AT22,INTF,N,40.3037375836331
AT22,INTF,P2O5,18.1455507498714
AT22,INTF,K2O,32.572265742252
AT22,NETF,N,9.06320401343425
AT22,NETF,P2O5,2.96090360331514
AT22,NETF,K2O,3.26500316926478
AT22,NH3HOU,N,11.2196787027099
AT22,NH3STO,N,2.90183062859909
AT22,NH3GRA,N,1.53403977102967
AT22,NH3MIN,N,0.598892665450701
AT22,NH3APP,N,9.72055854973572
AT22,EXPPRD,N,139.185793718023
AT22,EXPPRD,P2O5,57.4993861385304
AT22,EXPPRD,K2O,89.9978723275529
AT22,ATMOSD,N,20.187433473802
AT22,CRESID,N,50.090024558277
AT22,CRESID,P2O5,20.6823207597204
AT22,CRESID,K2O,35.5214088251683
AT22,BIOFIX,N,8.79520901963517
AT22,MINFER,N,24.7952746165442
AT22,MINFER,P2O5,8.10049270086937
AT22,MINFER,K2O,8.93245369803069
AT22,GASMIN,N,0.941300668491932
AT22,RUNMIN,N,0.456227050554877
AT22,GASRES,N,0.759657545282277
AT22,SURSOI,N,35.7328941494951
