region,crop,pmp_diagonal
EL120000,VSET,39.77419375437108
EL120000,FALL,66.55462067068224
EL130000,SWHE,15.78668376698975
EL130000,DWHE,1.863408736881628
EL130000,RYEM,52.01252314646713
EL130000,BARL,41.43945928417037
EL130000,MAIZ,0.07482093840260752
EL130000,PULS,1.431485465810295
EL130000,POTA,1269.760068437562
EL130000,SUGB,516.0214599687271
EL130000,OFAR,0.01297879861340123
EL130000,OSET,88.4778844576289
EL130000,VSET,49.72532076647453
EL130000,FALL,286.2595822588473
EL140000,SWHE,8.875533787281293
EL140000,DWHE,0.08400808900436305
EL140000,BARL,12.84647233059538
EL140000,OATS,35.0767176278193
EL140000,MAIZ,0.03830573702692681
EL140000,PULS,32.5047003779748
EL140000,POTA,506.6511072359723
EL140000,SUGB,247.5757812571524
EL140000,OFAR,0.005810736122339146
EL140000,OSET,65.01602708411397
EL140000,VSET,1000.0
EL140000,FALL,28.79999413011135
EL210000,OATS,0.2867858122780462
EL210000,MAIZ,0.07918087324599894
EL210000,POTA,1.621007473983776
EL210000,OFAR,0.01580056036169122
EL210000,FALL,13.46394762063206
EL230000,SWHE,5.799272405213115
EL230000,DWHE,8.454820570167263
EL230000,BARL,11.69799516664143
EL230000,MAIZ,0.02064462268918801
EL230000,PULS,15.98258633488408
EL230000,POTA,61.89092454229974
EL230000,OFAR,0.001444438533979817
EL230000,FALL,1.329116676240826
EL240000,SWHE,28.50995716552722
EL240000,DWHE,0.6497275627443673
EL240000,BARL,17.62868806266124
EL240000,OATS,12.51183025527102
EL240000,MAIZ,0.08464092653959308
EL240000,PULS,7.284965107644555
EL240000,POTA,340.3129203028926
EL240000,SUGB,506.8586812654755
EL240000,OFAR,0.003694264798173762
EL240000,FALL,2.426404078310921
EL250000,SWHE,13.15603711393027
EL250000,DWHE,0.9275103036682792
EL250000,BARL,10.59649887969063
EL250000,OATS,7.176008631666122
EL250000,MAIZ,0.1143730297678235
EL250000,PULS,23.34287176557061
EL250000,POTA,88.8470829678745
EL250000,OFAR,0.001126350465265049
EL250000,FALL,1.645132334184129
EL300000,DWHE,14.74994688816668
EL300000,BARL,25.60811179460322
EL300000,OFAR,0.01303208956196891
EL300000,FALL,1.250896228671809
EL410000,DWHE,295.6132519725534
EL410000,BARL,12.05150583582539
EL410000,OATS,35.26430242747294
EL410000,OFAR,0.007696989612123665
EL410000,FALL,3.276434066458755
EL420000,DWHE,0.5144297150027896
EL420000,BARL,23.47250227823294
EL420000,POTA,1.435667071262458
EL420000,OFAR,0.0151090975068937
EL420000,VSET,1.0
EL420000,FALL,5.241913948886127
EL430000,DWHE,34.9092118747548
EL430000,BARL,38.96535170495879
EL430000,OATS,16.2416468772009
EL430000,PULS,226.7995624247683
EL430000,POTA,43.82782755311701
EL430000,OFAR,0.00750359794047718
EL430000,FALL,1.115042583776199
ES110000,SWHE,10.93994412103133
ES110000,RYEM,12.28963409174497
ES110000,BARL,188.3647983432381
ES110000,MAIZ,0.004436139644181974
ES110000,PULS,10.24002731876548
ES110000,POTA,53.48085546544189
ES110000,MAIF,32.8475223485185
ES110000,OFAR,0.2711019578514349
ES110000,OSET,1.0
ES110000,FALL,239.8535522571236
ES210000,SWHE,42.74978652176064
ES210000,DWHE,42.29399687982124
ES210000,BARL,28.20702278805986
ES210000,OATS,48.32208173237599
ES210000,POTA,378.2731963233892
ES210000,SUGB,559.3113081880313
ES210000,MAIF,1007.743535561954
ES210000,OFAR,0.3944287650176539
ES210000,OSET,1.0
ES210000,VSET,1.0
ES220000,SWHE,4.76317999039528
ES220000,DWHE,41.30316737732012
ES220000,BARL,5.42128854753962
ES220000,OATS,40.53397207627089
ES220000,MAIZ,0.04379589885251781
ES220000,RAPE,47.50325829214846
ES220000,SUNF,1.413864665921132
ES220000,PULS,0.4791232961399997
ES220000,POTA,549.2607552265551
ES220000,MAIF,11.56558987752045
ES220000,OFAR,22.02688459532574
ES220000,OSET,1.0
ES220000,VSET,1.0
ES220000,FALL,11.51474148192603
ES230000,SWHE,7.308716190787226
ES230000,BARL,11.29455863428117
ES230000,MAIZ,0.3794451968523969
ES230000,POTA,863.799852169073
ES230000,SUGB,368.0449976894874
ES230000,OFAR,0.01182145350761809
ES230000,OSET,1.0
ES230000,FALL,409.6503935146775
ES240000,SWHE,2.098252176169461
ES240000,DWHE,2.293871683629118
